human_gene_id	mouse_gene_id	human_symbol	mouse_symbol	symbol_match
10164	26887	CHST4	Chst4	match
10165	50799	SLC25A13	Slc25a13	match
10166	18408	SLC25A15	Slc25a15	match
10169	378702	SERF2	Serf2	match
10170	241452	DHRS9	Dhrs9	match
10171	59028	RCL1	Rcl1	match
10174	20410	SORBS3	Sorbs3	match
10175	12793	CNIH1	Cnih1	match
10178	23963	TENM1	Tenm1	match
10179	67010	RBM7	Rbm7	match
10180	19654	RBM6	Rbm6	match
10181	83486	RBM5	Rbm5	match
10184	218454	LHFPL2	Lhfpl2	match
10186	108927	LHFPL6	Lhfpl6	match
10188	51789	TNK2	Tnk2	match
10189	21681	ALYREF	Alyref	match
10190	98258	TXNDC9	Txndc9	match
10193	67588	RNF41	Rnf41	match
10194	110796	TSHZ1	Tshz1	match
10195	208624	ALG3	Alg3	match
10196	71974	PRMT3	Prmt3	match
10197	19192	PSME3	Psme3	match
10198	269702	MPHOSPH9	Mphosph9	match
10199	67973	MPHOSPH10	Mphosph10	match
10200	68533	MPHOSPH6	Mphosph6	match
10201	54369	NME6	Nme6	match
10202	71412	DHRS2	Dhrs2	match
10203	54598	CALCRL	Calcrl	match
10204	68051	NUTF2	Nutf2	match
10205	14012	MPZL2	Mpzl2	match
10206	66597	TRIM13	Trim13	match
10207	12695	PATJ	Patj	match
10208	231915	USPL1	Uspl1	match
10209	20918	EIF1	Eif1	match
10210	106021	TOPORS	Topors	match
10211	14251	FLOT1	Flot1	match
10212	68278	DDX39A	Ddx39a	match
10213	59029	PSMD14	Psmd14	match
10215	50913	OLIG2	Olig2	match
10216	96875	PRG4	Prg4	match
10217	69274	CTDSPL	Ctdspl	match
10218	654812	ANGPTL7	Angptl7	match
10219	50928	KLRG1	Klrg1	match
10220	14561	GDF11	Gdf11	match
10221	211770	TRIB1	Trib1	match
10223	59290	GPA33	Gpa33	match
10225	84544	CD96	Cd96	match
10226	66905	PLIN3	Plin3	match
10227	68294	SLC75A1	Mfsd10	mismatch
10228	58244	STX6	Stx6	match
10229	12850	COQ7	Coq7	match
10231	53901	RCAN2	Rcan2	match
10232	56047	MSLN	Msln	match
10233	16977	LRRC23	Lrrc23	match
10234	74511	LRRC17	Lrrc17	match
10235	19395	RASGRP2	Rasgrp2	match
10236	74326	HNRNPR	Hnrnpr	match
10237	110172	SLC35B1	Slc35b1	match
10238	71833	DCAF7	Dcaf7	match
10239	11778	AP3S2	Ap3s2	match
10240	57312	MRPS31	Mrps31	match
10241	76815	CALCOCO2	Calcoco2	match
10242	72413	KCNMB2	Kcnmb2	match
10243	268566	GPHN	Gphn	match
10244	227746	RABEPK	Rabepk	match
10245	21855	TIMM17B	Timm17b	match
10246	218103	SLC17A2	Slc17a2	match
10247	15473	RIDA	Rida	match
10248	74097	POP7	Pop7	match
10250	51796	SRRM1	Srrm1	match
10251	236576	SPRY3	Spry3	match
10252	24063	SPRY1	Spry1	match
10253	24064	SPRY2	Spry2	match
10254	56324	STAM2	Stam2	match
10256	194231	CNKSR1	Cnksr1	match
10257	239273	ABCC4	Abcc4	match
10260	102442	DENND4A	Dennd4a	match
10261	80719	IGSF6	Igsf6	match
10262	107701	SF3B4	Sf3b4	match
10263	52004	CDK2AP2	Cdk2ap2	match
10265	54352	IRX5	Irx5	match
10266	54409	RAMP2	Ramp2	match
10267	51801	RAMP1	Ramp1	match
10268	56089	RAMP3	Ramp3	match
10269	230709	ZMPSTE24	Zmpste24	match
10270	56399	AKAP8	Akap8	match
10272	83554	FSTL3	Fstl3	match
10273	56424	STUB1	Stub1	match
10274	20842	STAG1	Stag1	match
10276	56349	NET1	Net1	match
10277	63958	UBE4B	Ube4b	match
10278	13644	EFS	Efs	match
10279	54373	PRSS16	Prss16	match
10280	18391	SIGMAR1	Sigmar1	match
10282	12068	BET1	Bet1	match
10283	67285	CWC27	Cwc27	match
10284	20220	SAP18	Sap18	match
10285	76479	SMNDC1	Smndc1	match
10286	68183	BCAS2	Bcas2	match
10287	56470	RGS19	Rgs19	match
10289	68969	EIF1B	Eif1b	match
10290	11790	SPEG	Speg	match
10291	67465	SF3A1	Sf3a1	match
10293	22036	TRAIP	Traip	match
10294	56445	DNAJA2	Dnaja2	match
10295	12041	BCKDK	Bckdk	match
10296	59003	MAEA	Maea	match
10297	23805	APC2	Apc2	match
10298	70584	PAK4	Pak4	match
10299	223455	MARCHF6	Marchf6	match
10300	74187	KATNB1	Katnb1	match
10302	330959	SNAPC5	Snapc5	match
10307	225372	APBB3	Apbb3	match
10309	218630	CCNO	Ccno	match
10311	13185	VPS26C	Vps26c	match
10312	27060	TCIRG1	Tcirg1	match
10313	20168	RTN3	Rtn3	match
10314	14768	LANCL1	Lancl1	match
10316	14767	NMUR1	Nmur1	match
10317	93961	B3GALT5	B3galt5	match
10318	57783	TNIP1	Tnip1	match
10319	23928	LAMC3	Lamc3	match
10320	22778	IKZF1	Ikzf1	match
10322	232187	SMYD5	Smyd5	match
10324	228003	KLHL41	Klhl41	match
10325	245670	RRAGB	Rragb	match
10327	58810	AKR1A1	Akr1a1	match
10328	18117	EMC8	Emc8	match
10329	216395	RXYLT1	Rxylt1	match
10330	56530	CNPY2	Cnpy2	match
10331	72297	B3GNT3	B3gnt3	match
10333	21899	TLR6	Tlr6	match
10335	17540	IRAG1	Irag1	match
10336	69587	PCGF3	Pcgf3	match
10342	21787	TFG	Tfg	match
10343	18766	PKDREJ	Pkdrej	match
10344	541307	CCL26	Ccl26	match
10345	76757	TRDN	Trdn	match
10347	27403	ABCA7	Abca7	match
10350	217262	ABCA9	Abca9	match
10352	70560	WARS2	Wars2	match
10360	18150	NPM3	Npm3	match
10361	328440	NPM2	Npm2	match
10362	15353	HMG20B	Hmg20b	match
10363	66867	HMG20A	Hmg20a	match
10365	16598	KLF2	Klf2	match
10367	216001	MICU1	Micu1	match
10368	54376	CACNG3	Cacng3	match
10369	12300	CACNG2	Cacng2	match
10370	17684	CITED2	Cited2	match
10371	20346	SEMA3A	Sema3a	match
10376	22143	TUBA1B	Tuba1b	match
10379	16391	IRF9	Irf9	match
10380	23827	BPNT1	Bpnt1	match
10381	22152	TUBB3	Tubb3	match
10382	22153	TUBB4A	Tubb4a	match
10383	227613	TUBB4B	Tubb4b	match
10385	238555	BTN2A2	Btn2a2	match
10388	320558	SYCP2	Sycp2	match
10389	107815	SCML2	Scml2	match
10390	99712	CEPT1	Cept1	match
10391	235431	CORO2B	Coro2b	match
10392	107607	NOD1	Nod1	match
10393	68999	ANAPC10	Anapc10	match
10394	53856	PRG3	Prg3	match
10395	50768	DLC1	Dlc1	match
10396	11980	ATP8A1	Atp8a1	match
10397	17988	NDRG1	Ndrg1	match
10398	98932	MYL9	Myl9	match
10399	14694	RACK1	Rack1	match
10400	18618	PEMT	Pemt	match
10401	229615	PIAS3	Pias3	match
10402	54613	ST3GAL6	St3gal6	match
10403	67052	NDC80	Ndc80	match
10404	54381	CPQ	Cpq	match
10406	67701	WFDC2	Wfdc2	match
10409	70350	BASP1	Basp1	match
10411	223864	RAPGEF3	Rapgef3	match
10412	59050	NSA2	Nsa2	match
10413	22601	YAP1	Yap1	match
10417	100689	SPON2	Spon2	match
10418	233744	SPON1	Spon1	match
10419	27374	PRMT5	Prmt5	match
10420	230661	TESK2	Tesk2	match
10421	70233	CD2BP2	Cd2bp2	match
10422	98766	UBAC1	Ubac1	match
10423	52858	CDIPT	Cdipt	match
10424	70804	PGRMC2	Pgrmc2	match
10425	23807	ARIH2	Arih2	match
10426	259279	TUBGCP3	Tubgcp3	match
10427	99683	SEC24B	Sec24b	match
10428	23837	CFDP1	Cfdp1	match
10430	69804	TMEM147	Tmem147	match
10432	56275	RBM14	Rbm14	match
10434	18777	LYPLA1	Lypla1	match
10435	104252	CDC42EP2	Cdc42ep2	match
10436	14791	EMG1	Emg1	match
10437	65972	IFI30	Ifi30	match
10438	57316	C1D	C1d	match
10439	56177	OLFM1	Olfm1	match
10440	21854	TIMM17A	Timm17a	match
10444	227693	ZER1	Zer1	match
10445	51812	MCRS1	Mcrs1	match
10446	16980	LRRN2	Lrrn2	match
10447	27999	FAM3C	Fam3c	match
10449	52538	ACAA2	Acaa2	match
10450	56031	PPIE	Ppie	match
10451	57257	VAV3	Vav3	match
10452	53333	TOMM40	Tomm40	match
10454	66513	TAB1	Tab1	match
10455	23986	ECI2	Eci2	match
10456	23897	HAX1	Hax1	match
10457	93695	GPNMB	Gpnmb	match
10458	108100	BAIAP2	Baiap2	match
10459	71890	MAD2L2	Mad2l2	match
10460	21335	TACC3	Tacc3	match
10461	17289	MERTK	Mertk	match
10463	109108	SLC30A9	Slc30a9	match
10464	52023	PIBF1	Pibf1	match
10465	66101	PPIH	Ppih	match
10466	238123	COG5	Cog5	match
10467	70103	ZNHIT1	Znhit1	match
10468	14313	FST	Fst	match
10469	21856	TIMM44	Timm44	match
10471	14976	PFDN6	Pfdn6	match
10472	30928	ZBTB18	Zbtb18	match
10474	101206	TADA3	Tada3	match
10475	214158	TRIM38	Trim38	match
10476	71679	ATP5PD	Atp5pd	match
10477	22193	UBE2E3	Ube2e3	match
10478	20524	SLC25A17	Slc25a17	match
10479	236794	SLC9A6	Slc9a6	match
10480	98221	EIF3M	Eif3m	match
10481	15408	HOXB13	Hoxb13	match
10482	53319	NXF1	Nxf1	match
10483	27054	SEC23B	Sec23b	match
10484	20334	SEC23A	Sec23a	match
10486	67252	CAP2	Cap2	match
10487	12331	CAP1	Cap1	match
10488	12913	CREB3	Creb3	match
10489	230654	LRRC41	Lrrc41	match
10490	53612	VTI1B	Vti1b	match
10491	56693	CRTAP	Crtap	match
10492	56403	SYNCRIP	Syncrip	match
10493	26949	VAT1	Vat1	match
10494	59041	STK25	Stk25	match
10495	209224	ENOX2	Enox2	match
10497	22249	UNC13B	Unc13b	match
10498	59035	CARM1	Carm1	match
10499	17978	NCOA2	Ncoa2	match
10500	20360	SEMA6C	Sema6c	match
10501	20359	SEMA6B	Sema6b	match
10505	20355	SEMA4F	Sema4f	match
10507	20354	SEMA4D	Sema4d	match
10509	20352	SEMA4B	Sema4b	match
10512	20348	SEMA3C	Sema3c	match
10513	66884	APPBP2	Appbp2	match
10514	18432	MYBBP1A	Mybbp1a	match
10516	23876	FBLN5	Fbln5	match
10517	213980	FBXW10	Fbxw10	match
10518	56506	CIB2	Cib2	match
10519	23991	CIB1	Cib1	match
10521	67040	DDX17	Ddx17	match
10522	54006	DEAF1	Deaf1	match
10523	27967	CHERP	Cherp	match
10524	81601	KAT5	Kat5	match
10525	12282	HYOU1	Hyou1	match
10526	320727	IPO8	Ipo8	match
10527	233726	IPO7	Ipo7	match
10528	67134	NOP56	Nop56	match
10529	74103	NEBL	Nebl	match
10531	69617	PITRM1	Pitrm1	match
10533	74244	ATG7	Atg7	match
10534	56390	ZNRD2	Znrd2	match
10535	69724	RNASEH2A	Rnaseh2a	match
10536	14789	P3H3	P3h3	match
10537	24108	UBD	Ubd	match
10538	53314	BATF	Batf	match
10539	30926	GLRX3	Glrx3	match
10540	69654	DCTN2	Dctn2	match
10541	67628	ANP32B	Anp32b	match
10542	68576	LAMTOR5	Lamtor5	match
10544	19124	PROCR	Procr	match
10548	74140	TM9SF1	Tm9sf1	match
10549	53381	PRDX4	Prdx4	match
10550	65106	ARL6IP5	Arl6ip5	match
10551	23795	AGR2	Agr2	match
10552	56443	ARPC1A	Arpc1a	match
10553	53415	HTATIP2	Htatip2	match
10554	55979	AGPAT1	Agpat1	match
10555	67512	AGPAT2	Agpat2	match
10556	54364	RPP30	Rpp30	match
10557	227522	RPP38	Rpp38	match
10558	268656	SPTLC1	Sptlc1	match
10559	24060	SLC35A1	Slc35a1	match
10560	116914	SLC19A2	Slc19a2	match
10562	380924	OLFM4	Olfm4	match
10563	55985	CXCL13	Cxcl13	match
10564	99371	ARFGEF2	Arfgef2	match
10565	211673	ARFGEF1	Arfgef1	match
10566	11642	AKAP3	Akap3	match
10567	14470	RABAC1	Rabac1	match
10568	20531	SLC34A2	Slc34a2	match
10569	193116	SLU7	Slu7	match
10570	26757	DPYSL4	Dpysl4	match
10572	30954	SIVA1	Siva1	match
10573	68611	MRPL28	Mrpl28	match
10574	12468	CCT7	Cct7	match
10575	12464	CCT4	Cct4	match
10576	12461	CCT2	Cct2	match
10577	67963	NPC2	Npc2	match
10579	57752	TACC2	Tacc2	match
10580	20411	SORBS1	Sorbs1	match
10584	239447	COLEC10	Colec10	match
10585	99011	POMT1	Pomt1	match
10586	23937	MAB21L2	Mab21l2	match
10587	26462	TXNRD2	Txnrd2	match
10588	107885	MTHFS	Mthfs	match
10589	66556	DRAP1	Drap1	match
10590	214189	SCGN	Scgn	match
10591	381101	DNPH1	Dnph1	match
10592	14211	SMC2	Smc2	match
10594	192159	PRPF8	Prpf8	match
10595	26918	ERN2	Ern2	match
10598	217737	AHSA1	Ahsa1	match
10600	74112	USP16	Usp16	match
10602	260409	CDC42EP3	Cdc42ep3	match
10603	23921	SH2B2	Sh2b2	match
10605	218693	PAIP1	Paip1	match
10607	213773	TBL3	Tbl3	match
10608	17122	MXD4	Mxd4	match
10609	66180	P3H4	P3h4	match
10610	20446	ST6GALNAC2	St6galnac2	match
10611	56376	PDLIM5	Pdlim5	match
10612	55992	TRIM3	Trim3	match
10613	226144	ERLIN1	Erlin1	match
10614	192231	HEXIM1	Hexim1	match
10615	54141	SPAG5	Spag5	match
10616	24105	RBCK1	Rbck1	match
10617	70527	STAMBP	Stambp	match
10618	22135	TGOLN2	Tgoln2	match
10620	56380	ARID3B	Arid3b	match
10621	70408	POLR3F	Polr3f	match
10622	67486	POLR3G	Polr3g	match
10623	74414	POLR3C	Polr3c	match
10625	117198	IVNS1ABP	Ivns1abp	match
10626	94092	TRIM16	Trim16	match
10628	56338	TXNIP	Txnip	match
10629	225895	TAF6L	Taf6l	match
10630	14726	PDPN	Pdpn	match
10631	50706	POSTN	Postn	match
10632	27425	ATP5MG	Atp5mg	match
10633	75668	RASL10A	Rasl10a	match
10634	78926	GAS2L1	Gas2l1	match
10635	19362	RAD51AP1	Rad51ap1	match
10636	51791	RGS14	Rgs14	match
10640	105504	EXOC5	Exoc5	match
10641	56032	NPRL2	Nprl2	match
10642	140486	IGF2BP1	Igf2bp1	match
10643	140488	IGF2BP3	Igf2bp3	match
10644	319765	IGF2BP2	Igf2bp2	match
10645	207565	CAMKK2	Camkk2	match
10647	102643088	SCGB1D2	Gm38656	mismatch
10650	225655	PRELID3A	Prelid3a	match
10651	53375	MTX2	Mtx2	match
10652	56418	YKT6	Ykt6	match
10653	20733	SPINT2	Spint2	match
10654	68603	PMVK	Pmvk	match
10655	226049	DMRT2	Dmrt2	match
10656	13992	KHDRBS3	Khdrbs3	match
10657	20218	KHDRBS1	Khdrbs1	match
10658	13046	CELF1	Celf1	match
10659	14007	CELF2	Celf2	match
10660	16814	LBX1	Lbx1	match
10661	16596	KLF1	Klf1	match
10663	80901	CXCR6	Cxcr6	match
10664	13018	CTCF	Ctcf	match
10665	407788	TSBP1	Tsbp1	match
10666	225825	CD226	Cd226	match
10667	69955	FARS2	Fars2	match
10668	68755	CGRRF1	Cgrrf1	match
10669	68567	CGREF1	Cgref1	match
10670	68441	RRAGA	Rraga	match
10671	22428	DCTN6	Dctn6	match
10672	14674	GNA13	Gna13	match
10673	24099	TNFSF13B	Tnfsf13b	match
10675	29873	CSPG5	Cspg5	match
10677	11567	AVIL	Avil	match
10678	53625	B3GNT2	B3gnt2	match
10681	14697	GNB5	Gnb5	match
10682	13595	EBP	Ebp	match
10683	13389	DLL3	Dll3	match
10686	114141	CLDN16	Cldn16	match
10687	239157	PNMA2	Pnma2	match
10690	14348	FUT9	Fut9	match
10691	56809	GMEB1	Gmeb1	match
10692	20132	RRH	Rrh	match
10693	12467	CCT6B	Cct6b	match
10694	12469	CCT8	Cct8	match
10695	72029	CNPY3	Cnpy3	match
10699	53419	CORIN	Corin	match
10712	68521	ENTREP3	Entrep3	match
10713	28035	USP39	Usp39	match
10714	67967	POLD3	Pold3	match
10715	93898	CERS1	Cers1	match
10716	21375	TBR1	Tbr1	match
10717	67489	AP4B1	Ap4b1	match
10718	18183	NRG3	Nrg3	match
10721	77782	POLQ	Polq	match
10723	20499	SLC12A7	Slc12a7	match
10724	76055	OGA	Oga	match
10725	54446	NFAT5	Nfat5	match
10726	18221	NUDC	Nudc	match
10728	56351	PTGES3	Ptges3	match
10730	27377	YME1L1	Yme1l1	match
10732	277353	TCFL5	Tcfl5	match
10733	20873	PLK4	Plk4	match
10734	50878	STAG3	Stag3	match
10735	20843	STAG2	Stag2	match
10736	20472	SIX2	Six2	match
10741	26450	RBBP9	Rbbp9	match
10742	24004	RAI2	Rai2	match
10743	19377	RAI1	Rai1	match
10745	18685	PHTF1	Phtf1	match
10746	26405	MAP3K2	Map3k2	match
10747	17175	MASP2	Masp2	match
10749	16562	KIF1C	Kif1c	match
10752	12661	CHL1	Chl1	match
10753	73647	CAPN9	Capn9	match
10755	67903	GIPC1	Gipc1	match
10758	103213	TRAF3IP2	Traf3ip2	match
10761	56096	PLAC1	Plac1	match
10762	18141	NUP50	Nup50	match
10763	18008	NES	Nes	match
10765	75605	KDM5B	Kdm5b	match
10766	57259	TOB2	Tob2	match
10767	56422	HBS1L	Hbs1l	match
10768	229709	AHCYL1	Ahcyl1	match
10769	20620	PLK2	Plk2	match
10771	66505	ZMYND11	Zmynd11	match
10772	14105	SRSF10	Srsf10	match
10773	241322	ZBTB6	Zbtb6	match
10775	66161	POP4	Pop4	match
10776	59046	ARPP19	Arpp19	match
10777	74100	ARPP21	Arpp21	match
10782	65020	ZNF274	Zfp110	mismatch
10783	59126	NEK6	Nek6	match
10785	57773	WDR4	Wdr4	match
10786	105355	SLC17A3	Slc17a3	match
10787	50884	NCKAP1	Nckap1	match
10788	544963	IQGAP2	Iqgap2	match
10791	53620	VAMP5	Vamp5	match
10797	17768	MTHFD2	Mthfd2	match
10798	258640	OR5I1	Or5i1	match
10799	208366	RPP40	Rpp40	match
10800	58861	CYSLTR1	Cysltr1	match
10801	53860	SEPTIN9	Septin9	match
10802	77371	SEC24A	Sec24a	match
10803	12769	CCR9	Ccr9	match
10804	14623	GJB6	Gjb6	match
10806	76816	SDCCAG8	Sdccag8	match
10807	68112	ENTR1	Entr1	match
10808	15505	HSPH1	Hsph1	match
10809	56018	STARD10	Stard10	match
10810	245880	WASF3	Wasf3	match
10811	241275	NOXA1	Noxa1	match
10813	72554	UTP14A	Utp14a	match
10814	12890	CPLX2	Cplx2	match
10815	12889	CPLX1	Cplx1	match
10816	629747	SPINT3	Spint3	match
10817	107971	FRS3	Frs3	match
10818	327826	FRS2	Frs2	match
10825	50877	NEU3	Neu3	match
10826	676527	FAXDC2	Faxdc2	match
10827	67726	FAM114A2	Fam114a2	match
10840	107747	ALDH1L1	Aldh1l1	match
10841	14317	FTCD	Ftcd	match
10842	19051	PPP1R17	Ppp1r17	match
10844	74237	TUBGCP2	Tubgcp2	match
10845	270166	CLPX	Clpx	match
10846	23984	PDE10A	Pde10a	match
10847	100043597	SRCAP	Srcap	match
10848	333654	PPP1R13L	Ppp1r13l	match
10849	70333	POLR1G	Polr1g	match
10850	20301	CCL27	Ccl27a	mouse_extra_suffix
10855	15442	HPSE	Hpse	match
10856	20174	RUVBL2	Ruvbl2	match
10857	53328	PGRMC1	Pgrmc1	match
10858	13116	CYP46A1	Cyp46a1	match
10861	231583	SLC26A1	Slc26a1	match
10863	13522	ADAM28	Adam28	match
10864	108114	SLC22A7	Slc22a7	match
10865	214855	ARID5A	Arid5a	match
10867	109246	TSPAN9	Tspan9	match
10868	74270	USP20	Usp20	match
10869	71472	USP19	Usp19	match
10870	23900	HCST	Hcst	match
10871	387565	CD300C	Cd300c	match
10873	109264	ME3	Me3	match
10874	56183	NMU	Nmu	match
10875	14190	FGL2	Fgl2	match
10880	11471	ACTL7B	Actl7b	match
10881	11470	ACTL7A	Actl7a	match
10882	23829	C1QL1	C1ql1	match
10884	59054	MRPS30	Mrps30	match
10885	269470	WDR3	Wdr3	match
10886	104443	NPFFR2	Npffr2	match
10887	58182	PROKR1	Prokr1	match
10888	14608	GPR83	Gpr83	match
10890	19325	RAB10	Rab10	match
10891	19017	PPARGC1A	Ppargc1a	match
10892	240354	MALT1	Malt1	match
10893	17391	MMP24	Mmp24	match
10894	114332	LYVE1	Lyve1	match
10897	68090	YIF1A	Yif1a	match
10898	54188	CPSF4	Cpsf4	match
10899	23922	JTB	Jtb	match
10900	51799	RUNDC3A	Rundc3a	match
10902	78656	BRD8	Brd8	match
10903	194126	MTMR11	Mtmr11	match
10904	53619	BLCAP	Blcap	match
10905	17156	MAN1A2	Man1a2	match
10906	231712	TRAFD1	Trafd1	match
10907	27366	TXNL4A	Txnl4a	match
10908	50767	PNPLA6	Pnpla6	match
10910	67955	SUGT1	Sugt1	match
10911	24111	UTS2	Uts2	match
10912	23882	GADD45G	Gadd45g	match
10913	13608	EDAR	Edar	match
10914	18789	PAPOLA	Papola	match
10915	56070	TCERG1	Tcerg1	match
10916	80884	MAGED2	Maged2	match
10919	110147	EHMT2	Ehmt2	match
10920	108679	COPS8	Cops8	match
10921	19826	RNPS1	Rnps1	match
10922	66587	FASTK	Fastk	match
10923	20024	SUB1	Sub1	match
10924	57319	SMPDL3A	Smpdl3a	match
10926	27214	DBF4	Dbf4	match
10927	20729	SPIN1	Spin1	match
10928	19765	RALBP1	Ralbp1	match
10930	11811	APOBEC2	Apobec2	match
10933	21761	MORF4L1	Morf4l1	match
10935	11757	PRDX3	Prdx3	match
10936	237716	GPR75	Gpr75	match
10938	13660	EHD1	Ehd1	match
10939	69597	AFG3L2	Afg3l2	match
10940	67724	POP1	Pop1	match
10943	17692	MSL3	Msl3	match
10944	56372	C11orf58	1110004F10Rik	mismatch
10945	68137	KDELR1	Kdelr1	match
10946	75062	SF3A3	Sf3a3	match
10947	64933	AP3M2	Ap3m2	match
10948	59045	STARD3	Stard3	match
10949	77134	HNRNPA0	Hnrnpa0	match
10950	12228	BTG3	Btg3	match
10951	12412	CBX1	Cbx1	match
10952	66212	SEC61B	Sec61b	match
10953	67145	TOMM34	Tomm34	match
10954	72599	PDIA5	Pdia5	match
10955	26943	SERINC3	Serinc3	match
10956	216440	OS9	Os9	match
10957	108767	PNRC1	Pnrc1	match
10959	56334	TMED2	Tmed2	match
10960	66890	LMAN2	Lman2	match
10961	67397	ERP29	Erp29	match
10962	56772	MLLT11	Mllt11	match
10963	20867	STIP1	Stip1	match
10964	15061	IFI44L	Ifi44l	match
10966	217371	RAB40B	Rab40b	match
10969	69072	EBNA1BP2	Ebna1bp2	match
10970	216197	CKAP4	Ckap4	match
10971	22630	YWHAQ	Ywhaq	match
10972	68581	TMED10	Tmed10	match
10973	77987	ASCC3	Ascc3	match
10975	66594	UQCR11	Uqcr11	match
10978	98985	CLP1	Clp1	match
10979	218952	FERMT2	Fermt2	match
10980	26893	COPS6	Cops6	match
10981	67844	RAB32	Rab32	match
10982	212307	MAPRE2	Mapre2	match
10983	12453	CCNI	Ccni	match
10985	231659	GCN1	Gcn1	match
10987	26754	COPS5	Cops5	match
10988	56307	METAP2	Metap2	match
10989	76614	IMMT	Immt	match
10991	76257	SLC38A3	Slc38a3	match
10992	319322	SF3B2	Sf3b2	match
10993	231691	SDS	Sds	match
10994	216136	HACL2	Ilvbl	mismatch
10998	26459	SLC27A5	Slc27a5	match
10999	26569	SLC27A4	Slc27a4	match
11000	26568	SLC27A3	Slc27a3	match
11001	26458	SLC27A2	Slc27a2	match
11004	73804	KIF2C	Kif2c	match
11005	72432	SPINK5	Spink5	match
11007	240514	CCDC85B	Ccdc85b	match
11009	93672	IL24	Il24	match
11010	73690	GLIPR1	Glipr1	match
11011	24086	TLK2	Tlk2	match
11012	56538	KLK11	Klk11	match
11013	78478	TMSB15A	Tmsb15a	match
11014	66913	KDELR2	Kdelr2	match
11015	105785	KDELR3	Kdelr3	match
11016	223922	ATF7	Atf7	match
11017	66618	SNRNP27	Snrnp27	match
11018	17083	TMED1	Tmed1	match
11019	79464	LIAS	Lias	match
11020	67042	IFT27	Ift27	match
11021	77407	RAB35	Rab35	match
11022	72634	TDRKH	Tdrkh	match
11023	22326	VAX1	Vax1	match
11030	19663	RBPMS	Rbpms	match
11031	106572	RAB31	Rab31	match
11033	231821	ADAP1	Adap1	match
11034	56431	DSTN	Dstn	match
11035	56532	RIPK3	Ripk3	match
11036	71828	GTF2A1L	Gtf2a1l	match
11037	77057	STON1	Ston1	match
11040	18715	PIM2	Pim2	match
11041	108902	B4GAT1	B4gat1	match
11043	23947	MID2	Mid2	match
11044	210106	TENT4A	Tent4a	match
11045	109637	UPK1A	Upk1a	match
11046	70484	SLC35D2	Slc35d2	match
11047	56436	ADRM1	Adrm1	match
11051	68219	NUDT21	Nudt21	match
11052	432508	CPSF6	Cpsf6	match
11054	72075	OGFR	Ogfr	match
11055	53604	ZPBP	Zpbp	match
11056	78394	DDX52	Ddx52	match
11057	54608	ABHD2	Abhd2	match
11059	107568	WWP1	Wwp1	match
11060	66894	WWP2	Wwp2	match
11061	16840	CNMD	Cnmd	match
11062	71916	DUS4L	Dus4l	match
11063	214105	SOX30	Sox30	match
11064	26920	CNTRL	Cntrl	match
11065	68612	UBE2C	Ube2c	match
11066	76167	SNRNP35	Snrnp35	match
11067	213393	DEPP1	Depp1	match
11068	56368	CYB561D2	Cyb561d2	match
11069	56508	RAPGEF4	Rapgef4	match
11070	56395	TMEM115	Tmem115	match
11072	56405	DUSP14	Dusp14	match
11073	235559	TOPBP1	Topbp1	match
11074	224762	TRIM31	Trim31	match
11075	20257	STMN2	Stmn2	match
11076	72948	TPPP	Tppp	match
11077	74377	HSF2BP	Hsf2bp	match
11078	110253	TRIOBP	Triobp	match
11079	67830	RER1	Rer1	match
11080	67035	DNAJB4	Dnajb4	match
11081	16545	KERA	Kera	match
11082	71690	ESM1	Esm1	match
11083	23856	DIDO1	Dido1	match
11085	71078	ADAM30	Adam30	match
11086	244486	ADAM29	Adam29	match
11091	140858	WDR5	Wdr5	match
11092	69987	SPACA9	Spaca9	match
11093	279028	ADAMTS13	Adamts13	match
11094	381356	CACFD1	Cacfd1	match
11095	30806	ADAMTS8	Adamts8	match
11096	23794	ADAMTS5	Adamts5	match
11097	231042	NUP42	Nup42	match
11098	76453	PRSS23	Prss23	match
11099	24000	PTPN21	Ptpn21	match
11100	232989	HNRNPUL1	Hnrnpul1	match
11101	11907	ATE1	Ate1	match
11102	67053	RPP14	Rpp14	match
11103	52705	KRR1	Krr1	match
11104	23924	KATNA1	Katna1	match
11107	70779	PRDM5	Prdm5	match
11108	72843	PRDM4	Prdm4	match
11112	58875	HIBADH	Hibadh	match
11113	12704	CIT	Cit	match
11116	75296	CEP43	Cep43	match
11117	100952	EMILIN1	Emilin1	match
11122	19281	PTPRT	Ptprt	match
11123	53902	RCAN3	Rcan3	match
11124	14084	FAF1	Faf1	match
11126	54215	CD160	Cd160	match
11127	16568	KIF3A	Kif3a	match
11128	218832	POLR3A	Polr3a	match
11129	53609	CLASRP	Clasrp	match
11130	52696	ZWINT	Zwint	match
11131	268958	CAPN11	Capn11	match
11132	23830	CAPN10	Capn10	match
11133	70394	KPTN	Kptn	match
11135	104445	CDC42EP1	Cdc42ep1	match
11136	30962	SLC7A9	Slc7a9	match
11137	103136	PWP1	Pwp1	match
11138	54610	TBC1D8	Tbc1d8	match
11140	12539	CDC37	Cdc37	match
11141	331461	IL1RAPL1	Il1rapl1	match
11142	18769	PKIG	Pkig	match
11143	217127	KAT7	Kat7	match
11144	13404	DMC1	Dmc1	match
11145	225845	PLAAT3	Plaat3	match
11146	170823	GLMN	Glmn	match
11148	102639684	HHLA2	Gm35938	mismatch
